,name,country,city,address,hotel.name,review,rating,impression,expectation,bert_impression
1844,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"Excellent location. Walking distance Embarcadero, Union square, trollies. Beside entrance to China town. Quaint rooftop patio. Check in and check out went smooth. Parking expensive, 55, but norm for central San Francisco. Smart TV's, can log in for Netflix etc. Esteban, having access to all your favorite shows is a must for those days you want to lay in bed a little longer, but it sounds like you did a",5,positive,positive,positive
1845,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"I wish I had the opportunity to rate my experience at this hotel, but I never got the chance to even book my reservation.I had done a lot of resarch on hotels for my upcoming visit to San Francisco in two months, and was very pleased to find the Orchard Garden Hotel. When I did more research, I discovered in the specials section of their website that they offer a discounted rate of 149 for a superior k",1,negative,negative,negative
1846,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"Clean,tidy friendly staff,cleaners are all Asian and can barely speak English but still friendly. Street noise is normal for a big city, cable cars stop at 12 pm. Close to a very nice Italian restaurant and 10 min walk to union square.Clean coin laundry two minute walk up the street. Mini bar had enough food and drink to feed a small family.Highly recommend.",4,positive,positive,positive
1847,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,Nice hotel. Chinatown 10metres away. rooms clean and tidy. comfortable. Reception really obliging and polite an friendly. Only concern was a sign that was in an obscure place stating it was a health hazard staying at this hotel and that it could cause cancer. upon asking receptionist what this was about - she didnt know!! We found this on checking out - so a little advice to the Orchard Garden Hotel - ,4,positive,positive,positive
1848,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"This was my first trip to San Francisco, and this hotel was one of the cheaper ones I could find. What a surprise it was, probably the most high end hotel I've been to. Nim and Phil were amazing people to talk to and were very helpful in telling me how to get around the town. The room was amazing and the bed was better than the one I have at home. It's about 80ft from the entrance to China town and ver",5,positive,positive,positive
1849,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"I was looking for a nice, clean hotel in a safe area that is affordable and I found it at the Orchard Garden! I'm so pleased. My room was a nice size, the service was excellent and the breakfast is a huge perk! I will be staying here every time I come to SF to visit my daughter. The location is perfect, you can walk everywhere. I highly recommend.It's wonderful that you enjoyed your room and our locati",5,positive,positive,positive
1850,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"I routinely stay here when on business in SF. The rooms are clean, the staff are friendly, and it is relatively quiet, especially if you get a room away from the street. The mattresses are excellent for a good night's sleep.",4,positive,positive,positive
1851,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"Great staff, great location and great hotel. Right on the edge of Chinatown and the Financial District - it's convenient to everywhere. The room was clean and comfortable and the staff was super responsive, helpful and cheerful. Andrew on the overnight shift was awesome!",5,positive,positive,positive
1852,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"this hotel has a modest, modern decor but pleasantly well kept. the service is what escalated it to highest possible ranking. I have stayed in many hotels, but have never before experienced more perfect service. from the front desk, to the personal service staff, to the restaurant, everyone was so professional, kind, and pleasant. Being my synical self, i can usually find something to complain about, b",5,positive,positive,positive
1853,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"My girlfriend and I stayed this weekend and had a wonderful experience. The hotel staff was helpful and very friendly, the hotel was very clean and new. We had a room with a king bed it was nicely appointed and quiet. It seemed very new. Great location and value. We have nothing negative to say about Orchard Gardens. I've recommended it to several others in the last day.",5,positive,positive,positive
1854,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"Great place right next to China Town and Union Square. Lots of eco-features, quiet room with view of the financial district on 10th floor. The room was very clean - both spouse and I are suffering from dustmite allergy and had no problems here.Thank you so much for taking time to write about your experience while staying with us. As an eco-friendly hotel we only use green seal certified cleaning produc",5,positive,positive,positive
1855,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"Stayed for 4 nights on a first trip to San Francisco. A pleasant hotel and an enjoyable stay.A clean, good sized twin room. Bathroom had no lock on its ill fitting sliding door and shower was a bit puny compared to most American hotels. However the room was very acceptable. As a British tourist I would have loved a kettle in the room, but when in Rome etc.Service was generally excellent from the staff ",4,positive,positive,positive
1856,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"We spent 4 nights in the Orchard Garden in June and can highly recommend it. When we arrived our booking (made in April via Orbitz) was not on the system, however, this did not impact our checkin and once I produced the booking confirmation from Orbitz we were checked in within minutes. We found the staff to be friendly, helpful and efficient.The rooms are very comfortable and we thought them to be a g",5,positive,positive,positive
1857,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"For the price, location, comfort, and friendly staff, you can't beat the Orchard Garden Hotel. The location is in a safe and central location -- we walked to Union Square, SFMOMA, Chinatown, and the wharf. The room was a little small, but quiet and had everything we needed. The staff was always friendly and helpful. Would recommend and stay again!",5,positive,positive,positive
1858,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,"Our family loved the Orchard Garden Hotel. Starting with Joe's warm welcome at the door, we knew we going to be looked after, and weren't disappointed the whole stay. Our room was spacious and absolutely immaculate. The hotel's location is great for a walk to Chinatown or Union Square. Basic breakfast options, but top-notch freshness and quality. All of the staff were friendly and professional, and the",5,positive,positive,positive
1859,The Orchard Garden Hotel,US,San Francisco,466 Bush St,The Orchard Garden Hotel,We spent two nights at Orchard Garden. Excellent location and helpful staff. Room was well appointed and very comfortable. Ricky at concierge is very friendly and extremely knowledgeable. Tai was also great. Be sure to ask for them. Looking forward to our return!!,5,positive,positive,positive
